grid_id,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection
C00568,211000.000,460000.000,211500.000,460500.000,211250.000,460250.000,500,center_in_cheonan
C00569,211500.000,460000.000,212000.000,460500.000,211750.000,460250.000,500,center_in_cheonan
C00570,212000.000,460000.000,212500.000,460500.000,212250.000,460250.000,500,center_in_cheonan
C00571,212500.000,460000.000,213000.000,460500.000,212750.000,460250.000,500,center_in_cheonan
C00572,213000.000,460000.000,213500.000,460500.000,213250.000,460250.000,500,center_in_cheonan
C00573,213500.000,460000.000,214000.000,460500.000,213750.000,460250.000,500,center_in_cheonan
C00574,214000.000,460000.000,214500.000,460500.000,214250.000,460250.000,500,center_in_cheonan
C00575,214500.000,460000.000,215000.000,460500.000,214750.000,460250.000,500,center_in_cheonan
C00576,215000.000,460000.000,215500.000,460500.000,215250.000,460250.000,500,center_in_cheonan
C00577,215500.000,460000.000,216000.000,460500.000,215750.000,460250.000,500,center_in_cheonan
C00578,216000.000,460000.000,216500.000,460500.000,216250.000,460250.000,500,center_in_cheonan
C00579,216500.000,460000.000,217000.000,460500.000,216750.000,460250.000,500,center_in_cheonan
C00580,217000.000,460000.000,217500.000,460500.000,217250.000,460250.000,500,center_in_cheonan
C00581,217500.000,460000.000,218000.000,460500.000,217750.000,460250.000,500,center_in_cheonan
C00582,218000.000,460000.000,218500.000,460500.000,218250.000,460250.000,500,center_in_cheonan
C00583,218500.000,460000.000,219000.000,460500.000,218750.000,460250.000,500,center_in_cheonan
C00584,219000.000,460000.000,219500.000,460500.000,219250.000,460250.000,500,center_in_cheonan
C00585,219500.000,460000.000,220000.000,460500.000,219750.000,460250.000,500,center_in_cheonan
C00586,220000.000,460000.000,220500.000,460500.000,220250.000,460250.000,500,center_in_cheonan
C00587,220500.000,460000.000,221000.000,460500.000,220750.000,460250.000,500,center_in_cheonan
C00588,221000.000,460000.000,221500.000,460500.000,221250.000,460250.000,500,center_in_cheonan
C00589,221500.000,460000.000,222000.000,460500.000,221750.000,460250.000,500,center_in_cheonan
C00590,222000.000,460000.000,222500.000,460500.000,222250.000,460250.000,500,center_in_cheonan
C00591,222500.000,460000.000,223000.000,460500.000,222750.000,460250.000,500,center_in_cheonan
C00592,223000.000,460000.000,223500.000,460500.000,223250.000,460250.000,500,center_in_cheonan
C00593,223500.000,460000.000,224000.000,460500.000,223750.000,460250.000,500,center_in_cheonan
C00594,224000.000,460000.000,224500.000,460500.000,224250.000,460250.000,500,center_in_cheonan
C00595,224500.000,460000.000,225000.000,460500.000,224750.000,460250.000,500,center_in_cheonan
C00596,225000.000,460000.000,225500.000,460500.000,225250.000,460250.000,500,center_in_cheonan
C00597,225500.000,460000.000,226000.000,460500.000,225750.000,460250.000,500,center_in_cheonan
C00598,226000.000,460000.000,226500.000,460500.000,226250.000,460250.000,500,center_in_cheonan
C00599,226500.000,460000.000,227000.000,460500.000,226750.000,460250.000,500,center_in_cheonan
C00600,227000.000,460000.000,227500.000,460500.000,227250.000,460250.000,500,center_in_cheonan
C00601,227500.000,460000.000,228000.000,460500.000,227750.000,460250.000,500,center_in_cheonan
C00602,228000.000,460000.000,228500.000,460500.000,228250.000,460250.000,500,center_in_cheonan
C00603,228500.000,460000.000,229000.000,460500.000,228750.000,460250.000,500,center_in_cheonan
C00604,229000.000,460000.000,229500.000,460500.000,229250.000,460250.000,500,center_in_cheonan
C00605,229500.000,460000.000,230000.000,460500.000,229750.000,460250.000,500,center_in_cheonan
C00606,208000.000,460500.000,208500.000,461000.000,208250.000,460750.000,500,center_in_cheonan
C00607,208500.000,460500.000,209000.000,461000.000,208750.000,460750.000,500,center_in_cheonan
C00608,209000.000,460500.000,209500.000,461000.000,209250.000,460750.000,500,center_in_cheonan
C00609,209500.000,460500.000,210000.000,461000.000,209750.000,460750.000,500,center_in_cheonan
C00610,210000.000,460500.000,210500.000,461000.000,210250.000,460750.000,500,center_in_cheonan
C00611,210500.000,460500.000,211000.000,461000.000,210750.000,460750.000,500,center_in_cheonan
C00612,211000.000,460500.000,211500.000,461000.000,211250.000,460750.000,500,center_in_cheonan
C00613,211500.000,460500.000,212000.000,461000.000,211750.000,460750.000,500,center_in_cheonan
C00614,212000.000,460500.000,212500.000,461000.000,212250.000,460750.000,500,center_in_cheonan
C00615,212500.000,460500.000,213000.000,461000.000,212750.000,460750.000,500,center_in_cheonan
C00616,213000.000,460500.000,213500.000,461000.000,213250.000,460750.000,500,center_in_cheonan
C00617,213500.000,460500.000,214000.000,461000.000,213750.000,460750.000,500,center_in_cheonan
C00618,214000.000,460500.000,214500.000,461000.000,214250.000,460750.000,500,center_in_cheonan
C00619,214500.000,460500.000,215000.000,461000.000,214750.000,460750.000,500,center_in_cheonan
C00620,215000.000,460500.000,215500.000,461000.000,215250.000,460750.000,500,center_in_cheonan
C00621,215500.000,460500.000,216000.000,461000.000,215750.000,460750.000,500,center_in_cheonan
C00622,216000.000,460500.000,216500.000,461000.000,216250.000,460750.000,500,center_in_cheonan
C00623,216500.000,460500.000,217000.000,461000.000,216750.000,460750.000,500,center_in_cheonan
C00624,217000.000,460500.000,217500.000,461000.000,217250.000,460750.000,500,center_in_cheonan
C00625,217500.000,460500.000,218000.000,461000.000,217750.000,460750.000,500,center_in_cheonan
C00626,218000.000,460500.000,218500.000,461000.000,218250.000,460750.000,500,center_in_cheonan
C00627,218500.000,460500.000,219000.000,461000.000,218750.000,460750.000,500,center_in_cheonan
C00628,219000.000,460500.000,219500.000,461000.000,219250.000,460750.000,500,center_in_cheonan
C00629,219500.000,460500.000,220000.000,461000.000,219750.000,460750.000,500,center_in_cheonan
C00630,220000.000,460500.000,220500.000,461000.000,220250.000,460750.000,500,center_in_cheonan
C00631,220500.000,460500.000,221000.000,461000.000,220750.000,460750.000,500,center_in_cheonan
C00632,221000.000,460500.000,221500.000,461000.000,221250.000,460750.000,500,center_in_cheonan
C00633,221500.000,460500.000,222000.000,461000.000,221750.000,460750.000,500,center_in_cheonan
C00634,222000.000,460500.000,222500.000,461000.000,222250.000,460750.000,500,center_in_cheonan
C00635,222500.000,460500.000,223000.000,461000.000,222750.000,460750.000,500,center_in_cheonan
C00636,223000.000,460500.000,223500.000,461000.000,223250.000,460750.000,500,center_in_cheonan
C00637,223500.000,460500.000,224000.000,461000.000,223750.000,460750.000,500,center_in_cheonan
C00638,224000.000,460500.000,224500.000,461000.000,224250.000,460750.000,500,center_in_cheonan
C00639,224500.000,460500.000,225000.000,461000.000,224750.000,460750.000,500,center_in_cheonan
C00640,225000.000,460500.000,225500.000,461000.000,225250.000,460750.000,500,center_in_cheonan
C00641,225500.000,460500.000,226000.000,461000.000,225750.000,460750.000,500,center_in_cheonan
C00642,226000.000,460500.000,226500.000,461000.000,226250.000,460750.000,500,center_in_cheonan
C00643,226500.000,460500.000,227000.000,461000.000,226750.000,460750.000,500,center_in_cheonan
C00644,227000.000,460500.000,227500.000,461000.000,227250.000,460750.000,500,center_in_cheonan
C00645,227500.000,460500.000,228000.000,461000.000,227750.000,460750.000,500,center_in_cheonan
C00646,228000.000,460500.000,228500.000,461000.000,228250.000,460750.000,500,center_in_cheonan
C00647,228500.000,460500.000,229000.000,461000.000,228750.000,460750.000,500,center_in_cheonan
C00648,229000.000,460500.000,229500.000,461000.000,229250.000,460750.000,500,center_in_cheonan
C00649,229500.000,460500.000,230000.000,461000.000,229750.000,460750.000,500,center_in_cheonan
C00650,208500.000,461000.000,209000.000,461500.000,208750.000,461250.000,500,center_in_cheonan
C00651,209000.000,461000.000,209500.000,461500.000,209250.000,461250.000,500,center_in_cheonan
C00652,209500.000,461000.000,210000.000,461500.000,209750.000,461250.000,500,center_in_cheonan
C00653,210000.000,461000.000,210500.000,461500.000,210250.000,461250.000,500,center_in_cheonan
C00654,210500.000,461000.000,211000.000,461500.000,210750.000,461250.000,500,center_in_cheonan
C00655,211000.000,461000.000,211500.000,461500.000,211250.000,461250.000,500,center_in_cheonan
C00656,211500.000,461000.000,212000.000,461500.000,211750.000,461250.000,500,center_in_cheonan
C00657,212000.000,461000.000,212500.000,461500.000,212250.000,461250.000,500,center_in_cheonan
C00658,212500.000,461000.000,213000.000,461500.000,212750.000,461250.000,500,center_in_cheonan
C00659,213000.000,461000.000,213500.000,461500.000,213250.000,461250.000,500,center_in_cheonan
C00660,213500.000,461000.000,214000.000,461500.000,213750.000,461250.000,500,center_in_cheonan
C00661,214000.000,461000.000,214500.000,461500.000,214250.000,461250.000,500,center_in_cheonan
C00662,214500.000,461000.000,215000.000,461500.000,214750.000,461250.000,500,center_in_cheonan
C00663,215000.000,461000.000,215500.000,461500.000,215250.000,461250.000,500,center_in_cheonan
C00664,215500.000,461000.000,216000.000,461500.000,215750.000,461250.000,500,center_in_cheonan
C00665,216000.000,461000.000,216500.000,461500.000,216250.000,461250.000,500,center_in_cheonan
C00666,216500.000,461000.000,217000.000,461500.000,216750.000,461250.000,500,center_in_cheonan
C00667,217000.000,461000.000,217500.000,461500.000,217250.000,461250.000,500,center_in_cheonan
C00668,217500.000,461000.000,218000.000,461500.000,217750.000,461250.000,500,center_in_cheonan
C00669,218000.000,461000.000,218500.000,461500.000,218250.000,461250.000,500,center_in_cheonan
C00670,218500.000,461000.000,219000.000,461500.000,218750.000,461250.000,500,center_in_cheonan
C00671,219000.000,461000.000,219500.000,461500.000,219250.000,461250.000,500,center_in_cheonan
C00672,219500.000,461000.000,220000.000,461500.000,219750.000,461250.000,500,center_in_cheonan
C00673,220000.000,461000.000,220500.000,461500.000,220250.000,461250.000,500,center_in_cheonan
C00674,220500.000,461000.000,221000.000,461500.000,220750.000,461250.000,500,center_in_cheonan
C00675,221000.000,461000.000,221500.000,461500.000,221250.000,461250.000,500,center_in_cheonan
C00676,221500.000,461000.000,222000.000,461500.000,221750.000,461250.000,500,center_in_cheonan
C00677,222000.000,461000.000,222500.000,461500.000,222250.000,461250.000,500,center_in_cheonan
C00678,222500.000,461000.000,223000.000,461500.000,222750.000,461250.000,500,center_in_cheonan
C00679,223000.000,461000.000,223500.000,461500.000,223250.000,461250.000,500,center_in_cheonan
C00680,223500.000,461000.000,224000.000,461500.000,223750.000,461250.000,500,center_in_cheonan
C00681,224000.000,461000.000,224500.000,461500.000,224250.000,461250.000,500,center_in_cheonan
C00682,224500.000,461000.000,225000.000,461500.000,224750.000,461250.000,500,center_in_cheonan
C00683,225000.000,461000.000,225500.000,461500.000,225250.000,461250.000,500,center_in_cheonan
C00684,225500.000,461000.000,226000.000,461500.000,225750.000,461250.000,500,center_in_cheonan
C00685,226000.000,461000.000,226500.000,461500.000,226250.000,461250.000,500,center_in_cheonan
C00686,226500.000,461000.000,227000.000,461500.000,226750.000,461250.000,500,center_in_cheonan
C00687,227000.000,461000.000,227500.000,461500.000,227250.000,461250.000,500,center_in_cheonan
C00688,227500.000,461000.000,228000.000,461500.000,227750.000,461250.000,500,center_in_cheonan
C00689,228000.000,461000.000,228500.000,461500.000,228250.000,461250.000,500,center_in_cheonan
C00690,228500.000,461000.000,229000.000,461500.000,228750.000,461250.000,500,center_in_cheonan
C00691,229000.000,461000.000,229500.000,461500.000,229250.000,461250.000,500,center_in_cheonan
C00692,229500.000,461000.000,230000.000,461500.000,229750.000,461250.000,500,center_in_cheonan
C00693,235500.000,461000.000,236000.000,461500.000,235750.000,461250.000,500,center_in_cheonan
C00694,208500.000,461500.000,209000.000,462000.000,208750.000,461750.000,500,center_in_cheonan
C00695,209000.000,461500.000,209500.000,462000.000,209250.000,461750.000,500,center_in_cheonan
C00696,209500.000,461500.000,210000.000,462000.000,209750.000,461750.000,500,center_in_cheonan
C00697,210000.000,461500.000,210500.000,462000.000,210250.000,461750.000,500,center_in_cheonan
C00698,210500.000,461500.000,211000.000,462000.000,210750.000,461750.000,500,center_in_cheonan
C00699,211000.000,461500.000,211500.000,462000.000,211250.000,461750.000,500,center_in_cheonan
C00700,211500.000,461500.000,212000.000,462000.000,211750.000,461750.000,500,center_in_cheonan
C00701,212000.000,461500.000,212500.000,462000.000,212250.000,461750.000,500,center_in_cheonan
C00702,212500.000,461500.000,213000.000,462000.000,212750.000,461750.000,500,center_in_cheonan
C00703,213000.000,461500.000,213500.000,462000.000,213250.000,461750.000,500,center_in_cheonan
C00704,213500.000,461500.000,214000.000,462000.000,213750.000,461750.000,500,center_in_cheonan
C00705,214000.000,461500.000,214500.000,462000.000,214250.000,461750.000,500,center_in_cheonan
C00706,214500.000,461500.000,215000.000,462000.000,214750.000,461750.000,500,center_in_cheonan
C00707,215000.000,461500.000,215500.000,462000.000,215250.000,461750.000,500,center_in_cheonan
C00708,215500.000,461500.000,216000.000,462000.000,215750.000,461750.000,500,center_in_cheonan
C00709,216000.000,461500.000,216500.000,462000.000,216250.000,461750.000,500,center_in_cheonan
C00710,216500.000,461500.000,217000.000,462000.000,216750.000,461750.000,500,center_in_cheonan
C00711,217000.000,461500.000,217500.000,462000.000,217250.000,461750.000,500,center_in_cheonan
C00712,217500.000,461500.000,218000.000,462000.000,217750.000,461750.000,500,center_in_cheonan
C00713,218000.000,461500.000,218500.000,462000.000,218250.000,461750.000,500,center_in_cheonan
C00714,218500.000,461500.000,219000.000,462000.000,218750.000,461750.000,500,center_in_cheonan
C00715,219000.000,461500.000,219500.000,462000.000,219250.000,461750.000,500,center_in_cheonan
C00716,219500.000,461500.000,220000.000,462000.000,219750.000,461750.000,500,center_in_cheonan
C00717,220000.000,461500.000,220500.000,462000.000,220250.000,461750.000,500,center_in_cheonan
C00718,220500.000,461500.000,221000.000,462000.000,220750.000,461750.000,500,center_in_cheonan
C00719,221000.000,461500.000,221500.000,462000.000,221250.000,461750.000,500,center_in_cheonan
C00720,221500.000,461500.000,222000.000,462000.000,221750.000,461750.000,500,center_in_cheonan
C00721,222000.000,461500.000,222500.000,462000.000,222250.000,461750.000,500,center_in_cheonan
C00722,222500.000,461500.000,223000.000,462000.000,222750.000,461750.000,500,center_in_cheonan
C00723,223000.000,461500.000,223500.000,462000.000,223250.000,461750.000,500,center_in_cheonan
C00724,223500.000,461500.000,224000.000,462000.000,223750.000,461750.000,500,center_in_cheonan
C00725,224000.000,461500.000,224500.000,462000.000,224250.000,461750.000,500,center_in_cheonan
C00726,224500.000,461500.000,225000.000,462000.000,224750.000,461750.000,500,center_in_cheonan
C00727,225000.000,461500.000,225500.000,462000.000,225250.000,461750.000,500,center_in_cheonan
C00728,225500.000,461500.000,226000.000,462000.000,225750.000,461750.000,500,center_in_cheonan
C00729,226000.000,461500.000,226500.000,462000.000,226250.000,461750.000,500,center_in_cheonan
C00730,226500.000,461500.000,227000.000,462000.000,226750.000,461750.000,500,center_in_cheonan
C00731,227000.000,461500.000,227500.000,462000.000,227250.000,461750.000,500,center_in_cheonan
C00732,227500.000,461500.000,228000.000,462000.000,227750.000,461750.000,500,center_in_cheonan
C00733,228000.000,461500.000,228500.000,462000.000,228250.000,461750.000,500,center_in_cheonan
C00734,228500.000,461500.000,229000.000,462000.000,228750.000,461750.000,500,center_in_cheonan
C00735,229000.000,461500.000,229500.000,462000.000,229250.000,461750.000,500,center_in_cheonan
C00736,229500.000,461500.000,230000.000,462000.000,229750.000,461750.000,500,center_in_cheonan
C00737,230000.000,461500.000,230500.000,462000.000,230250.000,461750.000,500,center_in_cheonan
C00738,230500.000,461500.000,231000.000,462000.000,230750.000,461750.000,500,center_in_cheonan
C00739,231000.000,461500.000,231500.000,462000.000,231250.000,461750.000,500,center_in_cheonan
C00740,234500.000,461500.000,235000.000,462000.000,234750.000,461750.000,500,center_in_cheonan
C00741,235000.000,461500.000,235500.000,462000.000,235250.000,461750.000,500,center_in_cheonan
C00742,235500.000,461500.000,236000.000,462000.000,235750.000,461750.000,500,center_in_cheonan
C00743,236000.000,461500.000,236500.000,462000.000,236250.000,461750.000,500,center_in_cheonan
C00744,208500.000,462000.000,209000.000,462500.000,208750.000,462250.000,500,center_in_cheonan
C00745,209000.000,462000.000,209500.000,462500.000,209250.000,462250.000,500,center_in_cheonan
C00746,209500.000,462000.000,210000.000,462500.000,209750.000,462250.000,500,center_in_cheonan
C00747,210000.000,462000.000,210500.000,462500.000,210250.000,462250.000,500,center_in_cheonan
C00748,210500.000,462000.000,211000.000,462500.000,210750.000,462250.000,500,center_in_cheonan
C00749,211000.000,462000.000,211500.000,462500.000,211250.000,462250.000,500,center_in_cheonan
C00750,211500.000,462000.000,212000.000,462500.000,211750.000,462250.000,500,center_in_cheonan
C00751,212000.000,462000.000,212500.000,462500.000,212250.000,462250.000,500,center_in_cheonan
C00752,212500.000,462000.000,213000.000,462500.000,212750.000,462250.000,500,center_in_cheonan
C00753,213000.000,462000.000,213500.000,462500.000,213250.000,462250.000,500,center_in_cheonan
C00754,213500.000,462000.000,214000.000,462500.000,213750.000,462250.000,500,center_in_cheonan
C00755,214000.000,462000.000,214500.000,462500.000,214250.000,462250.000,500,center_in_cheonan
C00756,214500.000,462000.000,215000.000,462500.000,214750.000,462250.000,500,center_in_cheonan
C00757,215000.000,462000.000,215500.000,462500.000,215250.000,462250.000,500,center_in_cheonan
C00758,215500.000,462000.000,216000.000,462500.000,215750.000,462250.000,500,center_in_cheonan
C00759,216000.000,462000.000,216500.000,462500.000,216250.000,462250.000,500,center_in_cheonan
C00760,216500.000,462000.000,217000.000,462500.000,216750.000,462250.000,500,center_in_cheonan
C00761,217000.000,462000.000,217500.000,462500.000,217250.000,462250.000,500,center_in_cheonan
C00762,217500.000,462000.000,218000.000,462500.000,217750.000,462250.000,500,center_in_cheonan
C00763,218000.000,462000.000,218500.000,462500.000,218250.000,462250.000,500,center_in_cheonan
C00764,218500.000,462000.000,219000.000,462500.000,218750.000,462250.000,500,center_in_cheonan
C00765,219000.000,462000.000,219500.000,462500.000,219250.000,462250.000,500,center_in_cheonan
C00766,219500.000,462000.000,220000.000,462500.000,219750.000,462250.000,500,center_in_cheonan
C00767,220000.000,462000.000,220500.000,462500.000,220250.000,462250.000,500,center_in_cheonan
C00768,220500.000,462000.000,221000.000,462500.000,220750.000,462250.000,500,center_in_cheonan
C00769,221000.000,462000.000,221500.000,462500.000,221250.000,462250.000,500,center_in_cheonan
C00770,221500.000,462000.000,222000.000,462500.000,221750.000,462250.000,500,center_in_cheonan
C00771,222000.000,462000.000,222500.000,462500.000,222250.000,462250.000,500,center_in_cheonan
C00772,222500.000,462000.000,223000.000,462500.000,222750.000,462250.000,500,center_in_cheonan
C00773,223000.000,462000.000,223500.000,462500.000,223250.000,462250.000,500,center_in_cheonan
C00774,223500.000,462000.000,224000.000,462500.000,223750.000,462250.000,500,center_in_cheonan
C00775,224000.000,462000.000,224500.000,462500.000,224250.000,462250.000,500,center_in_cheonan
C00776,224500.000,462000.000,225000.000,462500.000,224750.000,462250.000,500,center_in_cheonan
C00777,225000.000,462000.000,225500.000,462500.000,225250.000,462250.000,500,center_in_cheonan
C00778,225500.000,462000.000,226000.000,462500.000,225750.000,462250.000,500,center_in_cheonan
C00779,226000.000,462000.000,226500.000,462500.000,226250.000,462250.000,500,center_in_cheonan
C00780,226500.000,462000.000,227000.000,462500.000,226750.000,462250.000,500,center_in_cheonan
C00781,227000.000,462000.000,227500.000,462500.000,227250.000,462250.000,500,center_in_cheonan
C00782,227500.000,462000.000,228000.000,462500.000,227750.000,462250.000,500,center_in_cheonan
C00783,228000.000,462000.000,228500.000,462500.000,228250.000,462250.000,500,center_in_cheonan
C00784,228500.000,462000.000,229000.000,462500.000,228750.000,462250.000,500,center_in_cheonan
C00785,229000.000,462000.000,229500.000,462500.000,229250.000,462250.000,500,center_in_cheonan
C00786,229500.000,462000.000,230000.000,462500.000,229750.000,462250.000,500,center_in_cheonan
C00787,230000.000,462000.000,230500.000,462500.000,230250.000,462250.000,500,center_in_cheonan
C00788,230500.000,462000.000,231000.000,462500.000,230750.000,462250.000,500,center_in_cheonan
C00789,231000.000,462000.000,231500.000,462500.000,231250.000,462250.000,500,center_in_cheonan
C00790,231500.000,462000.000,232000.000,462500.000,231750.000,462250.000,500,center_in_cheonan
C00791,233000.000,462000.000,233500.000,462500.000,233250.000,462250.000,500,center_in_cheonan
C00792,234500.000,462000.000,235000.000,462500.000,234750.000,462250.000,500,center_in_cheonan
C00793,235000.000,462000.000,235500.000,462500.000,235250.000,462250.000,500,center_in_cheonan
C00794,235500.000,462000.000,236000.000,462500.000,235750.000,462250.000,500,center_in_cheonan
C00795,236000.000,462000.000,236500.000,462500.000,236250.000,462250.000,500,center_in_cheonan
C00796,236500.000,462000.000,237000.000,462500.000,236750.000,462250.000,500,center_in_cheonan
C00797,237000.000,462000.000,237500.000,462500.000,237250.000,462250.000,500,center_in_cheonan
C00798,210500.000,462500.000,211000.000,463000.000,210750.000,462750.000,500,center_in_cheonan
C00799,211000.000,462500.000,211500.000,463000.000,211250.000,462750.000,500,center_in_cheonan
C00800,211500.000,462500.000,212000.000,463000.000,211750.000,462750.000,500,center_in_cheonan
C00801,212000.000,462500.000,212500.000,463000.000,212250.000,462750.000,500,center_in_cheonan
C00802,212500.000,462500.000,213000.000,463000.000,212750.000,462750.000,500,center_in_cheonan
C00803,213000.000,462500.000,213500.000,463000.000,213250.000,462750.000,500,center_in_cheonan
C00804,213500.000,462500.000,214000.000,463000.000,213750.000,462750.000,500,center_in_cheonan
C00805,214000.000,462500.000,214500.000,463000.000,214250.000,462750.000,500,center_in_cheonan
C00806,214500.000,462500.000,215000.000,463000.000,214750.000,462750.000,500,center_in_cheonan
C00807,215000.000,462500.000,215500.000,463000.000,215250.000,462750.000,500,center_in_cheonan
C00808,215500.000,462500.000,216000.000,463000.000,215750.000,462750.000,500,center_in_cheonan
C00809,216000.000,462500.000,216500.000,463000.000,216250.000,462750.000,500,center_in_cheonan
C00810,216500.000,462500.000,217000.000,463000.000,216750.000,462750.000,500,center_in_cheonan
C00811,217000.000,462500.000,217500.000,463000.000,217250.000,462750.000,500,center_in_cheonan
C00812,217500.000,462500.000,218000.000,463000.000,217750.000,462750.000,500,center_in_cheonan
C00813,218000.000,462500.000,218500.000,463000.000,218250.000,462750.000,500,center_in_cheonan
C00814,218500.000,462500.000,219000.000,463000.000,218750.000,462750.000,500,center_in_cheonan
C00815,219000.000,462500.000,219500.000,463000.000,219250.000,462750.000,500,center_in_cheonan
C00816,219500.000,462500.000,220000.000,463000.000,219750.000,462750.000,500,center_in_cheonan
C00817,220000.000,462500.000,220500.000,463000.000,220250.000,462750.000,500,center_in_cheonan
C00818,220500.000,462500.000,221000.000,463000.000,220750.000,462750.000,500,center_in_cheonan
C00819,221000.000,462500.000,221500.000,463000.000,221250.000,462750.000,500,center_in_cheonan
C00820,221500.000,462500.000,222000.000,463000.000,221750.000,462750.000,500,center_in_cheonan
C00821,222000.000,462500.000,222500.000,463000.000,222250.000,462750.000,500,center_in_cheonan
C00822,222500.000,462500.000,223000.000,463000.000,222750.000,462750.000,500,center_in_cheonan
C00823,223000.000,462500.000,223500.000,463000.000,223250.000,462750.000,500,center_in_cheonan
C00824,223500.000,462500.000,224000.000,463000.000,223750.000,462750.000,500,center_in_cheonan
C00825,224000.000,462500.000,224500.000,463000.000,224250.000,462750.000,500,center_in_cheonan
C00826,224500.000,462500.000,225000.000,463000.000,224750.000,462750.000,500,center_in_cheonan
C00827,225000.000,462500.000,225500.000,463000.000,225250.000,462750.000,500,center_in_cheonan
C00828,225500.000,462500.000,226000.000,463000.000,225750.000,462750.000,500,center_in_cheonan
C00829,226000.000,462500.000,226500.000,463000.000,226250.000,462750.000,500,center_in_cheonan
C00830,226500.000,462500.000,227000.000,463000.000,226750.000,462750.000,500,center_in_cheonan
C00831,227000.000,462500.000,227500.000,463000.000,227250.000,462750.000,500,center_in_cheonan
C00832,227500.000,462500.000,228000.000,463000.000,227750.000,462750.000,500,center_in_cheonan
C00833,228000.000,462500.000,228500.000,463000.000,228250.000,462750.000,500,center_in_cheonan
C00834,228500.000,462500.000,229000.000,463000.000,228750.000,462750.000,500,center_in_cheonan
C00835,229000.000,462500.000,229500.000,463000.000,229250.000,462750.000,500,center_in_cheonan
C00836,229500.000,462500.000,230000.000,463000.000,229750.000,462750.000,500,center_in_cheonan
C00837,230000.000,462500.000,230500.000,463000.000,230250.000,462750.000,500,center_in_cheonan
C00838,230500.000,462500.000,231000.000,463000.000,230750.000,462750.000,500,center_in_cheonan
C00839,231000.000,462500.000,231500.000,463000.000,231250.000,462750.000,500,center_in_cheonan
C00840,231500.000,462500.000,232000.000,463000.000,231750.000,462750.000,500,center_in_cheonan
C00841,232000.000,462500.000,232500.000,463000.000,232250.000,462750.000,500,center_in_cheonan
C00842,232500.000,462500.000,233000.000,463000.000,232750.000,462750.000,500,center_in_cheonan
C00843,233000.000,462500.000,233500.000,463000.000,233250.000,462750.000,500,center_in_cheonan
C00844,233500.000,462500.000,234000.000,463000.000,233750.000,462750.000,500,center_in_cheonan
C00845,234000.000,462500.000,234500.000,463000.000,234250.000,462750.000,500,center_in_cheonan
C00846,234500.000,462500.000,235000.000,463000.000,234750.000,462750.000,500,center_in_cheonan
C00847,235000.000,462500.000,235500.000,463000.000,235250.000,462750.000,500,center_in_cheonan
C00848,235500.000,462500.000,236000.000,463000.000,235750.000,462750.000,500,center_in_cheonan
C00849,236000.000,462500.000,236500.000,463000.000,236250.000,462750.000,500,center_in_cheonan
C00850,236500.000,462500.000,237000.000,463000.000,236750.000,462750.000,500,center_in_cheonan
C00851,237000.000,462500.000,237500.000,463000.000,237250.000,462750.000,500,center_in_cheonan
C00852,210500.000,463000.000,211000.000,463500.000,210750.000,463250.000,500,center_in_cheonan
C00853,211000.000,463000.000,211500.000,463500.000,211250.000,463250.000,500,center_in_cheonan
C00854,211500.000,463000.000,212000.000,463500.000,211750.000,463250.000,500,center_in_cheonan
C00855,212000.000,463000.000,212500.000,463500.000,212250.000,463250.000,500,center_in_cheonan
C00856,212500.000,463000.000,213000.000,463500.000,212750.000,463250.000,500,center_in_cheonan
C00857,213000.000,463000.000,213500.000,463500.000,213250.000,463250.000,500,center_in_cheonan
C00858,213500.000,463000.000,214000.000,463500.000,213750.000,463250.000,500,center_in_cheonan
C00859,214000.000,463000.000,214500.000,463500.000,214250.000,463250.000,500,center_in_cheonan
C00860,214500.000,463000.000,215000.000,463500.000,214750.000,463250.000,500,center_in_cheonan
C00861,215000.000,463000.000,215500.000,463500.000,215250.000,463250.000,500,center_in_cheonan
C00862,215500.000,463000.000,216000.000,463500.000,215750.000,463250.000,500,center_in_cheonan
C00863,216000.000,463000.000,216500.000,463500.000,216250.000,463250.000,500,center_in_cheonan
C00864,216500.000,463000.000,217000.000,463500.000,216750.000,463250.000,500,center_in_cheonan
C00865,217000.000,463000.000,217500.000,463500.000,217250.000,463250.000,500,center_in_cheonan
C00866,217500.000,463000.000,218000.000,463500.000,217750.000,463250.000,500,center_in_cheonan
C00867,218000.000,463000.000,218500.000,463500.000,218250.000,463250.000,500,center_in_cheonan
C00868,218500.000,463000.000,219000.000,463500.000,218750.000,463250.000,500,center_in_cheonan
C00869,219000.000,463000.000,219500.000,463500.000,219250.000,463250.000,500,center_in_cheonan
C00870,219500.000,463000.000,220000.000,463500.000,219750.000,463250.000,500,center_in_cheonan
C00871,220000.000,463000.000,220500.000,463500.000,220250.000,463250.000,500,center_in_cheonan
C00872,220500.000,463000.000,221000.000,463500.000,220750.000,463250.000,500,center_in_cheonan
C00873,221000.000,463000.000,221500.000,463500.000,221250.000,463250.000,500,center_in_cheonan
C00874,221500.000,463000.000,222000.000,463500.000,221750.000,463250.000,500,center_in_cheonan
C00875,222000.000,463000.000,222500.000,463500.000,222250.000,463250.000,500,center_in_cheonan
C00876,222500.000,463000.000,223000.000,463500.000,222750.000,463250.000,500,center_in_cheonan
C00877,223000.000,463000.000,223500.000,463500.000,223250.000,463250.000,500,center_in_cheonan
