grid_id,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection
C01314,231000.000,467000.000,231500.000,467500.000,231250.000,467250.000,500,center_in_cheonan
C01315,231500.000,467000.000,232000.000,467500.000,231750.000,467250.000,500,center_in_cheonan
C01316,232000.000,467000.000,232500.000,467500.000,232250.000,467250.000,500,center_in_cheonan
C01317,232500.000,467000.000,233000.000,467500.000,232750.000,467250.000,500,center_in_cheonan
C01318,233000.000,467000.000,233500.000,467500.000,233250.000,467250.000,500,center_in_cheonan
C01319,233500.000,467000.000,234000.000,467500.000,233750.000,467250.000,500,center_in_cheonan
C01320,234000.000,467000.000,234500.000,467500.000,234250.000,467250.000,500,center_in_cheonan
C01321,234500.000,467000.000,235000.000,467500.000,234750.000,467250.000,500,center_in_cheonan
C01322,208500.000,467500.000,209000.000,468000.000,208750.000,467750.000,500,center_in_cheonan
C01323,209000.000,467500.000,209500.000,468000.000,209250.000,467750.000,500,center_in_cheonan
C01324,209500.000,467500.000,210000.000,468000.000,209750.000,467750.000,500,center_in_cheonan
C01325,210000.000,467500.000,210500.000,468000.000,210250.000,467750.000,500,center_in_cheonan
C01326,210500.000,467500.000,211000.000,468000.000,210750.000,467750.000,500,center_in_cheonan
C01327,211000.000,467500.000,211500.000,468000.000,211250.000,467750.000,500,center_in_cheonan
C01328,211500.000,467500.000,212000.000,468000.000,211750.000,467750.000,500,center_in_cheonan
C01329,212000.000,467500.000,212500.000,468000.000,212250.000,467750.000,500,center_in_cheonan
C01330,212500.000,467500.000,213000.000,468000.000,212750.000,467750.000,500,center_in_cheonan
C01331,213000.000,467500.000,213500.000,468000.000,213250.000,467750.000,500,center_in_cheonan
C01332,213500.000,467500.000,214000.000,468000.000,213750.000,467750.000,500,center_in_cheonan
C01333,214000.000,467500.000,214500.000,468000.000,214250.000,467750.000,500,center_in_cheonan
C01334,214500.000,467500.000,215000.000,468000.000,214750.000,467750.000,500,center_in_cheonan
C01335,215000.000,467500.000,215500.000,468000.000,215250.000,467750.000,500,center_in_cheonan
C01336,215500.000,467500.000,216000.000,468000.000,215750.000,467750.000,500,center_in_cheonan
C01337,216000.000,467500.000,216500.000,468000.000,216250.000,467750.000,500,center_in_cheonan
C01338,216500.000,467500.000,217000.000,468000.000,216750.000,467750.000,500,center_in_cheonan
C01339,217000.000,467500.000,217500.000,468000.000,217250.000,467750.000,500,center_in_cheonan
C01340,217500.000,467500.000,218000.000,468000.000,217750.000,467750.000,500,center_in_cheonan
C01341,218000.000,467500.000,218500.000,468000.000,218250.000,467750.000,500,center_in_cheonan
C01342,218500.000,467500.000,219000.000,468000.000,218750.000,467750.000,500,center_in_cheonan
C01343,219000.000,467500.000,219500.000,468000.000,219250.000,467750.000,500,center_in_cheonan
C01344,219500.000,467500.000,220000.000,468000.000,219750.000,467750.000,500,center_in_cheonan
C01345,220000.000,467500.000,220500.000,468000.000,220250.000,467750.000,500,center_in_cheonan
C01346,220500.000,467500.000,221000.000,468000.000,220750.000,467750.000,500,center_in_cheonan
C01347,221000.000,467500.000,221500.000,468000.000,221250.000,467750.000,500,center_in_cheonan
C01348,221500.000,467500.000,222000.000,468000.000,221750.000,467750.000,500,center_in_cheonan
C01349,222000.000,467500.000,222500.000,468000.000,222250.000,467750.000,500,center_in_cheonan
C01350,222500.000,467500.000,223000.000,468000.000,222750.000,467750.000,500,center_in_cheonan
C01351,223000.000,467500.000,223500.000,468000.000,223250.000,467750.000,500,center_in_cheonan
C01352,223500.000,467500.000,224000.000,468000.000,223750.000,467750.000,500,center_in_cheonan
C01353,224000.000,467500.000,224500.000,468000.000,224250.000,467750.000,500,center_in_cheonan
C01354,224500.000,467500.000,225000.000,468000.000,224750.000,467750.000,500,center_in_cheonan
C01355,225000.000,467500.000,225500.000,468000.000,225250.000,467750.000,500,center_in_cheonan
C01356,225500.000,467500.000,226000.000,468000.000,225750.000,467750.000,500,center_in_cheonan
C01357,226000.000,467500.000,226500.000,468000.000,226250.000,467750.000,500,center_in_cheonan
C01358,226500.000,467500.000,227000.000,468000.000,226750.000,467750.000,500,center_in_cheonan
C01359,227000.000,467500.000,227500.000,468000.000,227250.000,467750.000,500,center_in_cheonan
C01360,227500.000,467500.000,228000.000,468000.000,227750.000,467750.000,500,center_in_cheonan
C01361,228000.000,467500.000,228500.000,468000.000,228250.000,467750.000,500,center_in_cheonan
C01362,228500.000,467500.000,229000.000,468000.000,228750.000,467750.000,500,center_in_cheonan
C01363,229000.000,467500.000,229500.000,468000.000,229250.000,467750.000,500,center_in_cheonan
C01364,229500.000,467500.000,230000.000,468000.000,229750.000,467750.000,500,center_in_cheonan
C01365,230000.000,467500.000,230500.000,468000.000,230250.000,467750.000,500,center_in_cheonan
C01366,230500.000,467500.000,231000.000,468000.000,230750.000,467750.000,500,center_in_cheonan
C01367,231000.000,467500.000,231500.000,468000.000,231250.000,467750.000,500,center_in_cheonan
C01368,231500.000,467500.000,232000.000,468000.000,231750.000,467750.000,500,center_in_cheonan
C01369,232000.000,467500.000,232500.000,468000.000,232250.000,467750.000,500,center_in_cheonan
C01370,232500.000,467500.000,233000.000,468000.000,232750.000,467750.000,500,center_in_cheonan
C01371,233000.000,467500.000,233500.000,468000.000,233250.000,467750.000,500,center_in_cheonan
C01372,233500.000,467500.000,234000.000,468000.000,233750.000,467750.000,500,center_in_cheonan
C01373,234000.000,467500.000,234500.000,468000.000,234250.000,467750.000,500,center_in_cheonan
C01374,234500.000,467500.000,235000.000,468000.000,234750.000,467750.000,500,center_in_cheonan
C01375,208500.000,468000.000,209000.000,468500.000,208750.000,468250.000,500,center_in_cheonan
C01376,209000.000,468000.000,209500.000,468500.000,209250.000,468250.000,500,center_in_cheonan
C01377,209500.000,468000.000,210000.000,468500.000,209750.000,468250.000,500,center_in_cheonan
C01378,210000.000,468000.000,210500.000,468500.000,210250.000,468250.000,500,center_in_cheonan
C01379,210500.000,468000.000,211000.000,468500.000,210750.000,468250.000,500,center_in_cheonan
C01380,211000.000,468000.000,211500.000,468500.000,211250.000,468250.000,500,center_in_cheonan
C01381,211500.000,468000.000,212000.000,468500.000,211750.000,468250.000,500,center_in_cheonan
C01382,212000.000,468000.000,212500.000,468500.000,212250.000,468250.000,500,center_in_cheonan
C01383,212500.000,468000.000,213000.000,468500.000,212750.000,468250.000,500,center_in_cheonan
C01384,213000.000,468000.000,213500.000,468500.000,213250.000,468250.000,500,center_in_cheonan
C01385,213500.000,468000.000,214000.000,468500.000,213750.000,468250.000,500,center_in_cheonan
C01386,214000.000,468000.000,214500.000,468500.000,214250.000,468250.000,500,center_in_cheonan
C01387,214500.000,468000.000,215000.000,468500.000,214750.000,468250.000,500,center_in_cheonan
C01388,215000.000,468000.000,215500.000,468500.000,215250.000,468250.000,500,center_in_cheonan
C01389,215500.000,468000.000,216000.000,468500.000,215750.000,468250.000,500,center_in_cheonan
C01390,216000.000,468000.000,216500.000,468500.000,216250.000,468250.000,500,center_in_cheonan
C01391,216500.000,468000.000,217000.000,468500.000,216750.000,468250.000,500,center_in_cheonan
C01392,217000.000,468000.000,217500.000,468500.000,217250.000,468250.000,500,center_in_cheonan
C01393,217500.000,468000.000,218000.000,468500.000,217750.000,468250.000,500,center_in_cheonan
C01394,218000.000,468000.000,218500.000,468500.000,218250.000,468250.000,500,center_in_cheonan
C01395,218500.000,468000.000,219000.000,468500.000,218750.000,468250.000,500,center_in_cheonan
C01396,219000.000,468000.000,219500.000,468500.000,219250.000,468250.000,500,center_in_cheonan
C01397,219500.000,468000.000,220000.000,468500.000,219750.000,468250.000,500,center_in_cheonan
C01398,220000.000,468000.000,220500.000,468500.000,220250.000,468250.000,500,center_in_cheonan
C01399,220500.000,468000.000,221000.000,468500.000,220750.000,468250.000,500,center_in_cheonan
C01400,221000.000,468000.000,221500.000,468500.000,221250.000,468250.000,500,center_in_cheonan
C01401,221500.000,468000.000,222000.000,468500.000,221750.000,468250.000,500,center_in_cheonan
C01402,222000.000,468000.000,222500.000,468500.000,222250.000,468250.000,500,center_in_cheonan
C01403,222500.000,468000.000,223000.000,468500.000,222750.000,468250.000,500,center_in_cheonan
C01404,223000.000,468000.000,223500.000,468500.000,223250.000,468250.000,500,center_in_cheonan
C01405,223500.000,468000.000,224000.000,468500.000,223750.000,468250.000,500,center_in_cheonan
C01406,224000.000,468000.000,224500.000,468500.000,224250.000,468250.000,500,center_in_cheonan
C01407,224500.000,468000.000,225000.000,468500.000,224750.000,468250.000,500,center_in_cheonan
C01408,225000.000,468000.000,225500.000,468500.000,225250.000,468250.000,500,center_in_cheonan
C01409,225500.000,468000.000,226000.000,468500.000,225750.000,468250.000,500,center_in_cheonan
C01410,226000.000,468000.000,226500.000,468500.000,226250.000,468250.000,500,center_in_cheonan
C01411,226500.000,468000.000,227000.000,468500.000,226750.000,468250.000,500,center_in_cheonan
C01412,227000.000,468000.000,227500.000,468500.000,227250.000,468250.000,500,center_in_cheonan
C01413,227500.000,468000.000,228000.000,468500.000,227750.000,468250.000,500,center_in_cheonan
C01414,228000.000,468000.000,228500.000,468500.000,228250.000,468250.000,500,center_in_cheonan
C01415,228500.000,468000.000,229000.000,468500.000,228750.000,468250.000,500,center_in_cheonan
C01416,229000.000,468000.000,229500.000,468500.000,229250.000,468250.000,500,center_in_cheonan
C01417,229500.000,468000.000,230000.000,468500.000,229750.000,468250.000,500,center_in_cheonan
C01418,230000.000,468000.000,230500.000,468500.000,230250.000,468250.000,500,center_in_cheonan
C01419,230500.000,468000.000,231000.000,468500.000,230750.000,468250.000,500,center_in_cheonan
C01420,231000.000,468000.000,231500.000,468500.000,231250.000,468250.000,500,center_in_cheonan
C01421,231500.000,468000.000,232000.000,468500.000,231750.000,468250.000,500,center_in_cheonan
C01422,232000.000,468000.000,232500.000,468500.000,232250.000,468250.000,500,center_in_cheonan
C01423,232500.000,468000.000,233000.000,468500.000,232750.000,468250.000,500,center_in_cheonan
C01424,233000.000,468000.000,233500.000,468500.000,233250.000,468250.000,500,center_in_cheonan
C01425,233500.000,468000.000,234000.000,468500.000,233750.000,468250.000,500,center_in_cheonan
C01426,209000.000,468500.000,209500.000,469000.000,209250.000,468750.000,500,center_in_cheonan
C01427,209500.000,468500.000,210000.000,469000.000,209750.000,468750.000,500,center_in_cheonan
C01428,210000.000,468500.000,210500.000,469000.000,210250.000,468750.000,500,center_in_cheonan
C01429,210500.000,468500.000,211000.000,469000.000,210750.000,468750.000,500,center_in_cheonan
C01430,211000.000,468500.000,211500.000,469000.000,211250.000,468750.000,500,center_in_cheonan
C01431,211500.000,468500.000,212000.000,469000.000,211750.000,468750.000,500,center_in_cheonan
C01432,212000.000,468500.000,212500.000,469000.000,212250.000,468750.000,500,center_in_cheonan
C01433,212500.000,468500.000,213000.000,469000.000,212750.000,468750.000,500,center_in_cheonan
C01434,213000.000,468500.000,213500.000,469000.000,213250.000,468750.000,500,center_in_cheonan
C01435,213500.000,468500.000,214000.000,469000.000,213750.000,468750.000,500,center_in_cheonan
C01436,214000.000,468500.000,214500.000,469000.000,214250.000,468750.000,500,center_in_cheonan
C01437,214500.000,468500.000,215000.000,469000.000,214750.000,468750.000,500,center_in_cheonan
C01438,215000.000,468500.000,215500.000,469000.000,215250.000,468750.000,500,center_in_cheonan
C01439,215500.000,468500.000,216000.000,469000.000,215750.000,468750.000,500,center_in_cheonan
C01440,216000.000,468500.000,216500.000,469000.000,216250.000,468750.000,500,center_in_cheonan
C01441,216500.000,468500.000,217000.000,469000.000,216750.000,468750.000,500,center_in_cheonan
C01442,217000.000,468500.000,217500.000,469000.000,217250.000,468750.000,500,center_in_cheonan
C01443,217500.000,468500.000,218000.000,469000.000,217750.000,468750.000,500,center_in_cheonan
C01444,218000.000,468500.000,218500.000,469000.000,218250.000,468750.000,500,center_in_cheonan
C01445,218500.000,468500.000,219000.000,469000.000,218750.000,468750.000,500,center_in_cheonan
C01446,219000.000,468500.000,219500.000,469000.000,219250.000,468750.000,500,center_in_cheonan
C01447,219500.000,468500.000,220000.000,469000.000,219750.000,468750.000,500,center_in_cheonan
C01448,220000.000,468500.000,220500.000,469000.000,220250.000,468750.000,500,center_in_cheonan
C01449,220500.000,468500.000,221000.000,469000.000,220750.000,468750.000,500,center_in_cheonan
C01450,221000.000,468500.000,221500.000,469000.000,221250.000,468750.000,500,center_in_cheonan
C01451,221500.000,468500.000,222000.000,469000.000,221750.000,468750.000,500,center_in_cheonan
C01452,222000.000,468500.000,222500.000,469000.000,222250.000,468750.000,500,center_in_cheonan
C01453,222500.000,468500.000,223000.000,469000.000,222750.000,468750.000,500,center_in_cheonan
C01454,223000.000,468500.000,223500.000,469000.000,223250.000,468750.000,500,center_in_cheonan
C01455,223500.000,468500.000,224000.000,469000.000,223750.000,468750.000,500,center_in_cheonan
C01456,224000.000,468500.000,224500.000,469000.000,224250.000,468750.000,500,center_in_cheonan
C01457,224500.000,468500.000,225000.000,469000.000,224750.000,468750.000,500,center_in_cheonan
C01458,225000.000,468500.000,225500.000,469000.000,225250.000,468750.000,500,center_in_cheonan
C01459,225500.000,468500.000,226000.000,469000.000,225750.000,468750.000,500,center_in_cheonan
C01460,226000.000,468500.000,226500.000,469000.000,226250.000,468750.000,500,center_in_cheonan
C01461,226500.000,468500.000,227000.000,469000.000,226750.000,468750.000,500,center_in_cheonan
C01462,227000.000,468500.000,227500.000,469000.000,227250.000,468750.000,500,center_in_cheonan
C01463,227500.000,468500.000,228000.000,469000.000,227750.000,468750.000,500,center_in_cheonan
C01464,228000.000,468500.000,228500.000,469000.000,228250.000,468750.000,500,center_in_cheonan
C01465,228500.000,468500.000,229000.000,469000.000,228750.000,468750.000,500,center_in_cheonan
C01466,229000.000,468500.000,229500.000,469000.000,229250.000,468750.000,500,center_in_cheonan
C01467,229500.000,468500.000,230000.000,469000.000,229750.000,468750.000,500,center_in_cheonan
C01468,230000.000,468500.000,230500.000,469000.000,230250.000,468750.000,500,center_in_cheonan
C01469,230500.000,468500.000,231000.000,469000.000,230750.000,468750.000,500,center_in_cheonan
C01470,231000.000,468500.000,231500.000,469000.000,231250.000,468750.000,500,center_in_cheonan
C01471,231500.000,468500.000,232000.000,469000.000,231750.000,468750.000,500,center_in_cheonan
C01472,232000.000,468500.000,232500.000,469000.000,232250.000,468750.000,500,center_in_cheonan
C01473,232500.000,468500.000,233000.000,469000.000,232750.000,468750.000,500,center_in_cheonan
C01474,209000.000,469000.000,209500.000,469500.000,209250.000,469250.000,500,center_in_cheonan
C01475,209500.000,469000.000,210000.000,469500.000,209750.000,469250.000,500,center_in_cheonan
C01476,210000.000,469000.000,210500.000,469500.000,210250.000,469250.000,500,center_in_cheonan
C01477,210500.000,469000.000,211000.000,469500.000,210750.000,469250.000,500,center_in_cheonan
C01478,211000.000,469000.000,211500.000,469500.000,211250.000,469250.000,500,center_in_cheonan
C01479,211500.000,469000.000,212000.000,469500.000,211750.000,469250.000,500,center_in_cheonan
C01480,212000.000,469000.000,212500.000,469500.000,212250.000,469250.000,500,center_in_cheonan
C01481,212500.000,469000.000,213000.000,469500.000,212750.000,469250.000,500,center_in_cheonan
C01482,213000.000,469000.000,213500.000,469500.000,213250.000,469250.000,500,center_in_cheonan
C01483,213500.000,469000.000,214000.000,469500.000,213750.000,469250.000,500,center_in_cheonan
C01484,214000.000,469000.000,214500.000,469500.000,214250.000,469250.000,500,center_in_cheonan
C01485,214500.000,469000.000,215000.000,469500.000,214750.000,469250.000,500,center_in_cheonan
C01486,215000.000,469000.000,215500.000,469500.000,215250.000,469250.000,500,center_in_cheonan
C01487,215500.000,469000.000,216000.000,469500.000,215750.000,469250.000,500,center_in_cheonan
C01488,216000.000,469000.000,216500.000,469500.000,216250.000,469250.000,500,center_in_cheonan
C01489,216500.000,469000.000,217000.000,469500.000,216750.000,469250.000,500,center_in_cheonan
C01490,217000.000,469000.000,217500.000,469500.000,217250.000,469250.000,500,center_in_cheonan
C01491,217500.000,469000.000,218000.000,469500.000,217750.000,469250.000,500,center_in_cheonan
C01492,218000.000,469000.000,218500.000,469500.000,218250.000,469250.000,500,center_in_cheonan
C01493,218500.000,469000.000,219000.000,469500.000,218750.000,469250.000,500,center_in_cheonan
C01494,219000.000,469000.000,219500.000,469500.000,219250.000,469250.000,500,center_in_cheonan
C01495,219500.000,469000.000,220000.000,469500.000,219750.000,469250.000,500,center_in_cheonan
C01496,220000.000,469000.000,220500.000,469500.000,220250.000,469250.000,500,center_in_cheonan
C01497,220500.000,469000.000,221000.000,469500.000,220750.000,469250.000,500,center_in_cheonan
C01498,221000.000,469000.000,221500.000,469500.000,221250.000,469250.000,500,center_in_cheonan
C01499,221500.000,469000.000,222000.000,469500.000,221750.000,469250.000,500,center_in_cheonan
C01500,222000.000,469000.000,222500.000,469500.000,222250.000,469250.000,500,center_in_cheonan
C01501,222500.000,469000.000,223000.000,469500.000,222750.000,469250.000,500,center_in_cheonan
C01502,223000.000,469000.000,223500.000,469500.000,223250.000,469250.000,500,center_in_cheonan
C01503,223500.000,469000.000,224000.000,469500.000,223750.000,469250.000,500,center_in_cheonan
C01504,224000.000,469000.000,224500.000,469500.000,224250.000,469250.000,500,center_in_cheonan
C01505,224500.000,469000.000,225000.000,469500.000,224750.000,469250.000,500,center_in_cheonan
C01506,225000.000,469000.000,225500.000,469500.000,225250.000,469250.000,500,center_in_cheonan
C01507,225500.000,469000.000,226000.000,469500.000,225750.000,469250.000,500,center_in_cheonan
C01508,226000.000,469000.000,226500.000,469500.000,226250.000,469250.000,500,center_in_cheonan
C01509,226500.000,469000.000,227000.000,469500.000,226750.000,469250.000,500,center_in_cheonan
C01510,227000.000,469000.000,227500.000,469500.000,227250.000,469250.000,500,center_in_cheonan
C01511,227500.000,469000.000,228000.000,469500.000,227750.000,469250.000,500,center_in_cheonan
C01512,228000.000,469000.000,228500.000,469500.000,228250.000,469250.000,500,center_in_cheonan
C01513,228500.000,469000.000,229000.000,469500.000,228750.000,469250.000,500,center_in_cheonan
C01514,229000.000,469000.000,229500.000,469500.000,229250.000,469250.000,500,center_in_cheonan
C01515,229500.000,469000.000,230000.000,469500.000,229750.000,469250.000,500,center_in_cheonan
C01516,230000.000,469000.000,230500.000,469500.000,230250.000,469250.000,500,center_in_cheonan
C01517,230500.000,469000.000,231000.000,469500.000,230750.000,469250.000,500,center_in_cheonan
C01518,231000.000,469000.000,231500.000,469500.000,231250.000,469250.000,500,center_in_cheonan
C01519,231500.000,469000.000,232000.000,469500.000,231750.000,469250.000,500,center_in_cheonan
C01520,209000.000,469500.000,209500.000,470000.000,209250.000,469750.000,500,center_in_cheonan
C01521,209500.000,469500.000,210000.000,470000.000,209750.000,469750.000,500,center_in_cheonan
C01522,210000.000,469500.000,210500.000,470000.000,210250.000,469750.000,500,center_in_cheonan
C01523,210500.000,469500.000,211000.000,470000.000,210750.000,469750.000,500,center_in_cheonan
C01524,211000.000,469500.000,211500.000,470000.000,211250.000,469750.000,500,center_in_cheonan
C01525,211500.000,469500.000,212000.000,470000.000,211750.000,469750.000,500,center_in_cheonan
C01526,212000.000,469500.000,212500.000,470000.000,212250.000,469750.000,500,center_in_cheonan
C01527,212500.000,469500.000,213000.000,470000.000,212750.000,469750.000,500,center_in_cheonan
C01528,213000.000,469500.000,213500.000,470000.000,213250.000,469750.000,500,center_in_cheonan
C01529,213500.000,469500.000,214000.000,470000.000,213750.000,469750.000,500,center_in_cheonan
C01530,214000.000,469500.000,214500.000,470000.000,214250.000,469750.000,500,center_in_cheonan
C01531,214500.000,469500.000,215000.000,470000.000,214750.000,469750.000,500,center_in_cheonan
C01532,215000.000,469500.000,215500.000,470000.000,215250.000,469750.000,500,center_in_cheonan
C01533,215500.000,469500.000,216000.000,470000.000,215750.000,469750.000,500,center_in_cheonan
C01534,216000.000,469500.000,216500.000,470000.000,216250.000,469750.000,500,center_in_cheonan
C01535,216500.000,469500.000,217000.000,470000.000,216750.000,469750.000,500,center_in_cheonan
C01536,217000.000,469500.000,217500.000,470000.000,217250.000,469750.000,500,center_in_cheonan
C01537,217500.000,469500.000,218000.000,470000.000,217750.000,469750.000,500,center_in_cheonan
C01538,218000.000,469500.000,218500.000,470000.000,218250.000,469750.000,500,center_in_cheonan
C01539,218500.000,469500.000,219000.000,470000.000,218750.000,469750.000,500,center_in_cheonan
C01540,219000.000,469500.000,219500.000,470000.000,219250.000,469750.000,500,center_in_cheonan
C01541,219500.000,469500.000,220000.000,470000.000,219750.000,469750.000,500,center_in_cheonan
C01542,220000.000,469500.000,220500.000,470000.000,220250.000,469750.000,500,center_in_cheonan
C01543,220500.000,469500.000,221000.000,470000.000,220750.000,469750.000,500,center_in_cheonan
C01544,221000.000,469500.000,221500.000,470000.000,221250.000,469750.000,500,center_in_cheonan
C01545,221500.000,469500.000,222000.000,470000.000,221750.000,469750.000,500,center_in_cheonan
C01546,222000.000,469500.000,222500.000,470000.000,222250.000,469750.000,500,center_in_cheonan
C01547,222500.000,469500.000,223000.000,470000.000,222750.000,469750.000,500,center_in_cheonan
C01548,223000.000,469500.000,223500.000,470000.000,223250.000,469750.000,500,center_in_cheonan
C01549,223500.000,469500.000,224000.000,470000.000,223750.000,469750.000,500,center_in_cheonan
C01550,224000.000,469500.000,224500.000,470000.000,224250.000,469750.000,500,center_in_cheonan
C01551,224500.000,469500.000,225000.000,470000.000,224750.000,469750.000,500,center_in_cheonan
C01552,225000.000,469500.000,225500.000,470000.000,225250.000,469750.000,500,center_in_cheonan
C01553,225500.000,469500.000,226000.000,470000.000,225750.000,469750.000,500,center_in_cheonan
C01554,226000.000,469500.000,226500.000,470000.000,226250.000,469750.000,500,center_in_cheonan
C01555,226500.000,469500.000,227000.000,470000.000,226750.000,469750.000,500,center_in_cheonan
C01556,227000.000,469500.000,227500.000,470000.000,227250.000,469750.000,500,center_in_cheonan
C01557,227500.000,469500.000,228000.000,470000.000,227750.000,469750.000,500,center_in_cheonan
C01558,228000.000,469500.000,228500.000,470000.000,228250.000,469750.000,500,center_in_cheonan
C01559,228500.000,469500.000,229000.000,470000.000,228750.000,469750.000,500,center_in_cheonan
C01560,229000.000,469500.000,229500.000,470000.000,229250.000,469750.000,500,center_in_cheonan
C01561,229500.000,469500.000,230000.000,470000.000,229750.000,469750.000,500,center_in_cheonan
C01562,230000.000,469500.000,230500.000,470000.000,230250.000,469750.000,500,center_in_cheonan
C01563,230500.000,469500.000,231000.000,470000.000,230750.000,469750.000,500,center_in_cheonan
C01564,231000.000,469500.000,231500.000,470000.000,231250.000,469750.000,500,center_in_cheonan
C01565,231500.000,469500.000,232000.000,470000.000,231750.000,469750.000,500,center_in_cheonan
C01566,209000.000,470000.000,209500.000,470500.000,209250.000,470250.000,500,center_in_cheonan
C01567,209500.000,470000.000,210000.000,470500.000,209750.000,470250.000,500,center_in_cheonan
C01568,210000.000,470000.000,210500.000,470500.000,210250.000,470250.000,500,center_in_cheonan
C01569,210500.000,470000.000,211000.000,470500.000,210750.000,470250.000,500,center_in_cheonan
C01570,211000.000,470000.000,211500.000,470500.000,211250.000,470250.000,500,center_in_cheonan
C01571,211500.000,470000.000,212000.000,470500.000,211750.000,470250.000,500,center_in_cheonan
C01572,212000.000,470000.000,212500.000,470500.000,212250.000,470250.000,500,center_in_cheonan
C01573,212500.000,470000.000,213000.000,470500.000,212750.000,470250.000,500,center_in_cheonan
C01574,213000.000,470000.000,213500.000,470500.000,213250.000,470250.000,500,center_in_cheonan
C01575,213500.000,470000.000,214000.000,470500.000,213750.000,470250.000,500,center_in_cheonan
C01576,214000.000,470000.000,214500.000,470500.000,214250.000,470250.000,500,center_in_cheonan
C01577,214500.000,470000.000,215000.000,470500.000,214750.000,470250.000,500,center_in_cheonan
C01578,215000.000,470000.000,215500.000,470500.000,215250.000,470250.000,500,center_in_cheonan
C01579,215500.000,470000.000,216000.000,470500.000,215750.000,470250.000,500,center_in_cheonan
C01580,216000.000,470000.000,216500.000,470500.000,216250.000,470250.000,500,center_in_cheonan
C01581,216500.000,470000.000,217000.000,470500.000,216750.000,470250.000,500,center_in_cheonan
C01582,217000.000,470000.000,217500.000,470500.000,217250.000,470250.000,500,center_in_cheonan
C01583,217500.000,470000.000,218000.000,470500.000,217750.000,470250.000,500,center_in_cheonan
C01584,218000.000,470000.000,218500.000,470500.000,218250.000,470250.000,500,center_in_cheonan
C01585,218500.000,470000.000,219000.000,470500.000,218750.000,470250.000,500,center_in_cheonan
C01586,219000.000,470000.000,219500.000,470500.000,219250.000,470250.000,500,center_in_cheonan
C01587,219500.000,470000.000,220000.000,470500.000,219750.000,470250.000,500,center_in_cheonan
C01588,220000.000,470000.000,220500.000,470500.000,220250.000,470250.000,500,center_in_cheonan
C01589,220500.000,470000.000,221000.000,470500.000,220750.000,470250.000,500,center_in_cheonan
C01590,221000.000,470000.000,221500.000,470500.000,221250.000,470250.000,500,center_in_cheonan
C01591,221500.000,470000.000,222000.000,470500.000,221750.000,470250.000,500,center_in_cheonan
C01592,222000.000,470000.000,222500.000,470500.000,222250.000,470250.000,500,center_in_cheonan
C01593,222500.000,470000.000,223000.000,470500.000,222750.000,470250.000,500,center_in_cheonan
C01594,223000.000,470000.000,223500.000,470500.000,223250.000,470250.000,500,center_in_cheonan
C01595,223500.000,470000.000,224000.000,470500.000,223750.000,470250.000,500,center_in_cheonan
C01596,224000.000,470000.000,224500.000,470500.000,224250.000,470250.000,500,center_in_cheonan
C01597,224500.000,470000.000,225000.000,470500.000,224750.000,470250.000,500,center_in_cheonan
C01598,225000.000,470000.000,225500.000,470500.000,225250.000,470250.000,500,center_in_cheonan
C01599,225500.000,470000.000,226000.000,470500.000,225750.000,470250.000,500,center_in_cheonan
C01600,226000.000,470000.000,226500.000,470500.000,226250.000,470250.000,500,center_in_cheonan
C01601,226500.000,470000.000,227000.000,470500.000,226750.000,470250.000,500,center_in_cheonan
C01602,227000.000,470000.000,227500.000,470500.000,227250.000,470250.000,500,center_in_cheonan
C01603,227500.000,470000.000,228000.000,470500.000,227750.000,470250.000,500,center_in_cheonan
C01604,228000.000,470000.000,228500.000,470500.000,228250.000,470250.000,500,center_in_cheonan
C01605,228500.000,470000.000,229000.000,470500.000,228750.000,470250.000,500,center_in_cheonan
C01606,229000.000,470000.000,229500.000,470500.000,229250.000,470250.000,500,center_in_cheonan
C01607,229500.000,470000.000,230000.000,470500.000,229750.000,470250.000,500,center_in_cheonan
C01608,230000.000,470000.000,230500.000,470500.000,230250.000,470250.000,500,center_in_cheonan
C01609,231000.000,470000.000,231500.000,470500.000,231250.000,470250.000,500,center_in_cheonan
C01610,209500.000,470500.000,210000.000,471000.000,209750.000,470750.000,500,center_in_cheonan
C01611,210000.000,470500.000,210500.000,471000.000,210250.000,470750.000,500,center_in_cheonan
C01612,210500.000,470500.000,211000.000,471000.000,210750.000,470750.000,500,center_in_cheonan
C01613,211000.000,470500.000,211500.000,471000.000,211250.000,470750.000,500,center_in_cheonan
C01614,211500.000,470500.000,212000.000,471000.000,211750.000,470750.000,500,center_in_cheonan
C01615,212000.000,470500.000,212500.000,471000.000,212250.000,470750.000,500,center_in_cheonan
C01616,212500.000,470500.000,213000.000,471000.000,212750.000,470750.000,500,center_in_cheonan
C01617,213000.000,470500.000,213500.000,471000.000,213250.000,470750.000,500,center_in_cheonan
C01618,213500.000,470500.000,214000.000,471000.000,213750.000,470750.000,500,center_in_cheonan
C01619,214000.000,470500.000,214500.000,471000.000,214250.000,470750.000,500,center_in_cheonan
C01620,214500.000,470500.000,215000.000,471000.000,214750.000,470750.000,500,center_in_cheonan
C01621,215000.000,470500.000,215500.000,471000.000,215250.000,470750.000,500,center_in_cheonan
C01622,215500.000,470500.000,216000.000,471000.000,215750.000,470750.000,500,center_in_cheonan
C01623,216000.000,470500.000,216500.000,471000.000,216250.000,470750.000,500,center_in_cheonan
