grid_id,x_min,y_min,x_max,y_max,center_x,center_y,grid_m,selection,center_adm_cd,center_adm_nm
C00250,214500.0,459750.0,215250.0,460500.0,214875.0,460125.0,750,center_in_cheonan,34011110,목천읍
C00251,215250.0,459750.0,216000.0,460500.0,215625.0,460125.0,750,center_in_cheonan,34011110,목천읍
C00252,216000.0,459750.0,216750.0,460500.0,216375.0,460125.0,750,center_in_cheonan,34011110,목천읍
C00253,216750.0,459750.0,217500.0,460500.0,217125.0,460125.0,750,center_in_cheonan,34011110,목천읍
C00254,217500.0,459750.0,218250.0,460500.0,217875.0,460125.0,750,center_in_cheonan,34011340,성남면
C00255,218250.0,459750.0,219000.0,460500.0,218625.0,460125.0,750,center_in_cheonan,34011340,성남면
C00256,219000.0,459750.0,219750.0,460500.0,219375.0,460125.0,750,center_in_cheonan,34011340,성남면
C00257,219750.0,459750.0,220500.0,460500.0,220125.0,460125.0,750,center_in_cheonan,34011340,성남면
C00258,220500.0,459750.0,221250.0,460500.0,220875.0,460125.0,750,center_in_cheonan,34011340,성남면
C00259,221250.0,459750.0,222000.0,460500.0,221625.0,460125.0,750,center_in_cheonan,34011340,성남면
C00260,222000.0,459750.0,222750.0,460500.0,222375.0,460125.0,750,center_in_cheonan,34011340,성남면
C00261,222750.0,459750.0,223500.0,460500.0,223125.0,460125.0,750,center_in_cheonan,34011340,성남면
C00262,223500.0,459750.0,224250.0,460500.0,223875.0,460125.0,750,center_in_cheonan,34011350,수신면
C00263,224250.0,459750.0,225000.0,460500.0,224625.0,460125.0,750,center_in_cheonan,34011350,수신면
C00264,225000.0,459750.0,225750.0,460500.0,225375.0,460125.0,750,center_in_cheonan,34011350,수신면
C00265,225750.0,459750.0,226500.0,460500.0,226125.0,460125.0,750,center_in_cheonan,34011350,수신면
C00266,226500.0,459750.0,227250.0,460500.0,226875.0,460125.0,750,center_in_cheonan,34011350,수신면
C00267,227250.0,459750.0,228000.0,460500.0,227625.0,460125.0,750,center_in_cheonan,34011360,병천면
C00268,228000.0,459750.0,228750.0,460500.0,228375.0,460125.0,750,center_in_cheonan,34011360,병천면
C00269,228750.0,459750.0,229500.0,460500.0,229125.0,460125.0,750,center_in_cheonan,34011360,병천면
C00270,229500.0,459750.0,230250.0,460500.0,229875.0,460125.0,750,center_in_cheonan,34011360,병천면
C00271,207750.0,460500.0,208500.0,461250.0,208125.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00272,208500.0,460500.0,209250.0,461250.0,208875.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00273,209250.0,460500.0,210000.0,461250.0,209625.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00274,210000.0,460500.0,210750.0,461250.0,210375.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00275,210750.0,460500.0,211500.0,461250.0,211125.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00276,211500.0,460500.0,212250.0,461250.0,211875.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00277,212250.0,460500.0,213000.0,461250.0,212625.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00278,213000.0,460500.0,213750.0,461250.0,213375.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00279,213750.0,460500.0,214500.0,461250.0,214125.0,460875.0,750,center_in_cheonan,34011310,풍세면
C00280,214500.0,460500.0,215250.0,461250.0,214875.0,460875.0,750,center_in_cheonan,34011110,목천읍
C00281,215250.0,460500.0,216000.0,461250.0,215625.0,460875.0,750,center_in_cheonan,34011110,목천읍
C00282,216000.0,460500.0,216750.0,461250.0,216375.0,460875.0,750,center_in_cheonan,34011110,목천읍
C00283,216750.0,460500.0,217500.0,461250.0,217125.0,460875.0,750,center_in_cheonan,34011110,목천읍
C00284,217500.0,460500.0,218250.0,461250.0,217875.0,460875.0,750,center_in_cheonan,34011340,성남면
C00285,218250.0,460500.0,219000.0,461250.0,218625.0,460875.0,750,center_in_cheonan,34011340,성남면
C00286,219000.0,460500.0,219750.0,461250.0,219375.0,460875.0,750,center_in_cheonan,34011340,성남면
C00287,219750.0,460500.0,220500.0,461250.0,220125.0,460875.0,750,center_in_cheonan,34011340,성남면
C00288,220500.0,460500.0,221250.0,461250.0,220875.0,460875.0,750,center_in_cheonan,34011340,성남면
C00289,221250.0,460500.0,222000.0,461250.0,221625.0,460875.0,750,center_in_cheonan,34011340,성남면
C00290,222000.0,460500.0,222750.0,461250.0,222375.0,460875.0,750,center_in_cheonan,34011340,성남면
C00291,222750.0,460500.0,223500.0,461250.0,223125.0,460875.0,750,center_in_cheonan,34011340,성남면
C00292,223500.0,460500.0,224250.0,461250.0,223875.0,460875.0,750,center_in_cheonan,34011350,수신면
C00293,224250.0,460500.0,225000.0,461250.0,224625.0,460875.0,750,center_in_cheonan,34011350,수신면
C00294,225000.0,460500.0,225750.0,461250.0,225375.0,460875.0,750,center_in_cheonan,34011350,수신면
C00295,225750.0,460500.0,226500.0,461250.0,226125.0,460875.0,750,center_in_cheonan,34011350,수신면
C00296,226500.0,460500.0,227250.0,461250.0,226875.0,460875.0,750,center_in_cheonan,34011350,수신면
C00297,227250.0,460500.0,228000.0,461250.0,227625.0,460875.0,750,center_in_cheonan,34011360,병천면
C00298,228000.0,460500.0,228750.0,461250.0,228375.0,460875.0,750,center_in_cheonan,34011360,병천면
C00299,228750.0,460500.0,229500.0,461250.0,229125.0,460875.0,750,center_in_cheonan,34011360,병천면
C00300,229500.0,460500.0,230250.0,461250.0,229875.0,460875.0,750,center_in_cheonan,34011360,병천면
C00301,208500.0,461250.0,209250.0,462000.0,208875.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00302,209250.0,461250.0,210000.0,462000.0,209625.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00303,210000.0,461250.0,210750.0,462000.0,210375.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00304,210750.0,461250.0,211500.0,462000.0,211125.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00305,211500.0,461250.0,212250.0,462000.0,211875.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00306,212250.0,461250.0,213000.0,462000.0,212625.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00307,213000.0,461250.0,213750.0,462000.0,213375.0,461625.0,750,center_in_cheonan,34011580,청룡동
C00308,213750.0,461250.0,214500.0,462000.0,214125.0,461625.0,750,center_in_cheonan,34011310,풍세면
C00309,214500.0,461250.0,215250.0,462000.0,214875.0,461625.0,750,center_in_cheonan,34011110,목천읍
C00310,215250.0,461250.0,216000.0,462000.0,215625.0,461625.0,750,center_in_cheonan,34011110,목천읍
C00311,216000.0,461250.0,216750.0,462000.0,216375.0,461625.0,750,center_in_cheonan,34011110,목천읍
C00312,216750.0,461250.0,217500.0,462000.0,217125.0,461625.0,750,center_in_cheonan,34011110,목천읍
C00313,217500.0,461250.0,218250.0,462000.0,217875.0,461625.0,750,center_in_cheonan,34011340,성남면
C00314,218250.0,461250.0,219000.0,462000.0,218625.0,461625.0,750,center_in_cheonan,34011340,성남면
C00315,219000.0,461250.0,219750.0,462000.0,219375.0,461625.0,750,center_in_cheonan,34011340,성남면
C00316,219750.0,461250.0,220500.0,462000.0,220125.0,461625.0,750,center_in_cheonan,34011340,성남면
C00317,220500.0,461250.0,221250.0,462000.0,220875.0,461625.0,750,center_in_cheonan,34011340,성남면
C00318,221250.0,461250.0,222000.0,462000.0,221625.0,461625.0,750,center_in_cheonan,34011340,성남면
C00319,222000.0,461250.0,222750.0,462000.0,222375.0,461625.0,750,center_in_cheonan,34011340,성남면
C00320,222750.0,461250.0,223500.0,462000.0,223125.0,461625.0,750,center_in_cheonan,34011340,성남면
C00321,223500.0,461250.0,224250.0,462000.0,223875.0,461625.0,750,center_in_cheonan,34011340,성남면
C00322,224250.0,461250.0,225000.0,462000.0,224625.0,461625.0,750,center_in_cheonan,34011340,성남면
C00323,225000.0,461250.0,225750.0,462000.0,225375.0,461625.0,750,center_in_cheonan,34011350,수신면
C00324,225750.0,461250.0,226500.0,462000.0,226125.0,461625.0,750,center_in_cheonan,34011350,수신면
C00325,226500.0,461250.0,227250.0,462000.0,226875.0,461625.0,750,center_in_cheonan,34011350,수신면
C00326,227250.0,461250.0,228000.0,462000.0,227625.0,461625.0,750,center_in_cheonan,34011360,병천면
C00327,228000.0,461250.0,228750.0,462000.0,228375.0,461625.0,750,center_in_cheonan,34011360,병천면
C00328,228750.0,461250.0,229500.0,462000.0,229125.0,461625.0,750,center_in_cheonan,34011360,병천면
C00329,229500.0,461250.0,230250.0,462000.0,229875.0,461625.0,750,center_in_cheonan,34011360,병천면
C00330,235500.0,461250.0,236250.0,462000.0,235875.0,461625.0,750,center_in_cheonan,34011370,동면
C00331,210000.0,462000.0,210750.0,462750.0,210375.0,462375.0,750,center_in_cheonan,34011310,풍세면
C00332,210750.0,462000.0,211500.0,462750.0,211125.0,462375.0,750,center_in_cheonan,34011310,풍세면
C00333,211500.0,462000.0,212250.0,462750.0,211875.0,462375.0,750,center_in_cheonan,34011580,청룡동
C00334,212250.0,462000.0,213000.0,462750.0,212625.0,462375.0,750,center_in_cheonan,34011580,청룡동
C00335,213000.0,462000.0,213750.0,462750.0,213375.0,462375.0,750,center_in_cheonan,34011580,청룡동
C00336,213750.0,462000.0,214500.0,462750.0,214125.0,462375.0,750,center_in_cheonan,34011580,청룡동
C00337,214500.0,462000.0,215250.0,462750.0,214875.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00338,215250.0,462000.0,216000.0,462750.0,215625.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00339,216000.0,462000.0,216750.0,462750.0,216375.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00340,216750.0,462000.0,217500.0,462750.0,217125.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00341,217500.0,462000.0,218250.0,462750.0,217875.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00342,218250.0,462000.0,219000.0,462750.0,218625.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00343,219000.0,462000.0,219750.0,462750.0,219375.0,462375.0,750,center_in_cheonan,34011340,성남면
C00344,219750.0,462000.0,220500.0,462750.0,220125.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00345,220500.0,462000.0,221250.0,462750.0,220875.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00346,221250.0,462000.0,222000.0,462750.0,221625.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00347,222000.0,462000.0,222750.0,462750.0,222375.0,462375.0,750,center_in_cheonan,34011110,목천읍
C00348,222750.0,462000.0,223500.0,462750.0,223125.0,462375.0,750,center_in_cheonan,34011340,성남면
C00349,223500.0,462000.0,224250.0,462750.0,223875.0,462375.0,750,center_in_cheonan,34011360,병천면
C00350,224250.0,462000.0,225000.0,462750.0,224625.0,462375.0,750,center_in_cheonan,34011360,병천면
C00351,225000.0,462000.0,225750.0,462750.0,225375.0,462375.0,750,center_in_cheonan,34011360,병천면
C00352,225750.0,462000.0,226500.0,462750.0,226125.0,462375.0,750,center_in_cheonan,34011360,병천면
C00353,226500.0,462000.0,227250.0,462750.0,226875.0,462375.0,750,center_in_cheonan,34011360,병천면
C00354,227250.0,462000.0,228000.0,462750.0,227625.0,462375.0,750,center_in_cheonan,34011360,병천면
C00355,228000.0,462000.0,228750.0,462750.0,228375.0,462375.0,750,center_in_cheonan,34011360,병천면
C00356,228750.0,462000.0,229500.0,462750.0,229125.0,462375.0,750,center_in_cheonan,34011370,동면
C00357,229500.0,462000.0,230250.0,462750.0,229875.0,462375.0,750,center_in_cheonan,34011370,동면
C00358,230250.0,462000.0,231000.0,462750.0,230625.0,462375.0,750,center_in_cheonan,34011370,동면
C00359,231000.0,462000.0,231750.0,462750.0,231375.0,462375.0,750,center_in_cheonan,34011370,동면
C00360,233250.0,462000.0,234000.0,462750.0,233625.0,462375.0,750,center_in_cheonan,34011370,동면
C00361,234750.0,462000.0,235500.0,462750.0,235125.0,462375.0,750,center_in_cheonan,34011370,동면
C00362,235500.0,462000.0,236250.0,462750.0,235875.0,462375.0,750,center_in_cheonan,34011370,동면
C00363,236250.0,462000.0,237000.0,462750.0,236625.0,462375.0,750,center_in_cheonan,34011370,동면
C00364,237000.0,462000.0,237750.0,462750.0,237375.0,462375.0,750,center_in_cheonan,34011370,동면
C00365,210750.0,462750.0,211500.0,463500.0,211125.0,463125.0,750,center_in_cheonan,34011570,신방동
C00366,211500.0,462750.0,212250.0,463500.0,211875.0,463125.0,750,center_in_cheonan,34011570,신방동
C00367,212250.0,462750.0,213000.0,463500.0,212625.0,463125.0,750,center_in_cheonan,34011580,청룡동
C00368,213000.0,462750.0,213750.0,463500.0,213375.0,463125.0,750,center_in_cheonan,34011580,청룡동
C00369,213750.0,462750.0,214500.0,463500.0,214125.0,463125.0,750,center_in_cheonan,34011580,청룡동
C00370,214500.0,462750.0,215250.0,463500.0,214875.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00371,215250.0,462750.0,216000.0,463500.0,215625.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00372,216000.0,462750.0,216750.0,463500.0,216375.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00373,216750.0,462750.0,217500.0,463500.0,217125.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00374,217500.0,462750.0,218250.0,463500.0,217875.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00375,218250.0,462750.0,219000.0,463500.0,218625.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00376,219000.0,462750.0,219750.0,463500.0,219375.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00377,219750.0,462750.0,220500.0,463500.0,220125.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00378,220500.0,462750.0,221250.0,463500.0,220875.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00379,221250.0,462750.0,222000.0,463500.0,221625.0,463125.0,750,center_in_cheonan,34011110,목천읍
C00380,222000.0,462750.0,222750.0,463500.0,222375.0,463125.0,750,center_in_cheonan,34011330,북면
C00381,222750.0,462750.0,223500.0,463500.0,223125.0,463125.0,750,center_in_cheonan,34011330,북면
C00382,223500.0,462750.0,224250.0,463500.0,223875.0,463125.0,750,center_in_cheonan,34011330,북면
C00383,224250.0,462750.0,225000.0,463500.0,224625.0,463125.0,750,center_in_cheonan,34011360,병천면
C00384,225000.0,462750.0,225750.0,463500.0,225375.0,463125.0,750,center_in_cheonan,34011360,병천면
C00385,225750.0,462750.0,226500.0,463500.0,226125.0,463125.0,750,center_in_cheonan,34011360,병천면
C00386,226500.0,462750.0,227250.0,463500.0,226875.0,463125.0,750,center_in_cheonan,34011360,병천면
C00387,227250.0,462750.0,228000.0,463500.0,227625.0,463125.0,750,center_in_cheonan,34011360,병천면
C00388,228000.0,462750.0,228750.0,463500.0,228375.0,463125.0,750,center_in_cheonan,34011360,병천면
C00389,228750.0,462750.0,229500.0,463500.0,229125.0,463125.0,750,center_in_cheonan,34011370,동면
C00390,229500.0,462750.0,230250.0,463500.0,229875.0,463125.0,750,center_in_cheonan,34011370,동면
C00391,230250.0,462750.0,231000.0,463500.0,230625.0,463125.0,750,center_in_cheonan,34011370,동면
C00392,231000.0,462750.0,231750.0,463500.0,231375.0,463125.0,750,center_in_cheonan,34011370,동면
C00393,231750.0,462750.0,232500.0,463500.0,232125.0,463125.0,750,center_in_cheonan,34011370,동면
C00394,232500.0,462750.0,233250.0,463500.0,232875.0,463125.0,750,center_in_cheonan,34011370,동면
C00395,233250.0,462750.0,234000.0,463500.0,233625.0,463125.0,750,center_in_cheonan,34011370,동면
C00396,234000.0,462750.0,234750.0,463500.0,234375.0,463125.0,750,center_in_cheonan,34011370,동면
C00397,234750.0,462750.0,235500.0,463500.0,235125.0,463125.0,750,center_in_cheonan,34011370,동면
C00398,235500.0,462750.0,236250.0,463500.0,235875.0,463125.0,750,center_in_cheonan,34011370,동면
C00399,236250.0,462750.0,237000.0,463500.0,236625.0,463125.0,750,center_in_cheonan,34011370,동면
C00400,210750.0,463500.0,211500.0,464250.0,211125.0,463875.0,750,center_in_cheonan,34011570,신방동
C00401,211500.0,463500.0,212250.0,464250.0,211875.0,463875.0,750,center_in_cheonan,34011570,신방동
C00402,212250.0,463500.0,213000.0,464250.0,212625.0,463875.0,750,center_in_cheonan,34011580,청룡동
C00403,213000.0,463500.0,213750.0,464250.0,213375.0,463875.0,750,center_in_cheonan,34011580,청룡동
C00404,213750.0,463500.0,214500.0,464250.0,214125.0,463875.0,750,center_in_cheonan,34011580,청룡동
C00405,214500.0,463500.0,215250.0,464250.0,214875.0,463875.0,750,center_in_cheonan,34011580,청룡동
C00406,215250.0,463500.0,216000.0,464250.0,215625.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00407,216000.0,463500.0,216750.0,464250.0,216375.0,463875.0,750,center_in_cheonan,34011580,청룡동
C00408,216750.0,463500.0,217500.0,464250.0,217125.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00409,217500.0,463500.0,218250.0,464250.0,217875.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00410,218250.0,463500.0,219000.0,464250.0,218625.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00411,219000.0,463500.0,219750.0,464250.0,219375.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00412,219750.0,463500.0,220500.0,464250.0,220125.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00413,220500.0,463500.0,221250.0,464250.0,220875.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00414,221250.0,463500.0,222000.0,464250.0,221625.0,463875.0,750,center_in_cheonan,34011110,목천읍
C00415,222000.0,463500.0,222750.0,464250.0,222375.0,463875.0,750,center_in_cheonan,34011330,북면
C00416,222750.0,463500.0,223500.0,464250.0,223125.0,463875.0,750,center_in_cheonan,34011330,북면
C00417,223500.0,463500.0,224250.0,464250.0,223875.0,463875.0,750,center_in_cheonan,34011330,북면
C00418,224250.0,463500.0,225000.0,464250.0,224625.0,463875.0,750,center_in_cheonan,34011330,북면
C00419,225000.0,463500.0,225750.0,464250.0,225375.0,463875.0,750,center_in_cheonan,34011360,병천면
C00420,225750.0,463500.0,226500.0,464250.0,226125.0,463875.0,750,center_in_cheonan,34011360,병천면
C00421,226500.0,463500.0,227250.0,464250.0,226875.0,463875.0,750,center_in_cheonan,34011360,병천면
C00422,227250.0,463500.0,228000.0,464250.0,227625.0,463875.0,750,center_in_cheonan,34011360,병천면
C00423,228000.0,463500.0,228750.0,464250.0,228375.0,463875.0,750,center_in_cheonan,34011360,병천면
C00424,228750.0,463500.0,229500.0,464250.0,229125.0,463875.0,750,center_in_cheonan,34011370,동면
C00425,229500.0,463500.0,230250.0,464250.0,229875.0,463875.0,750,center_in_cheonan,34011370,동면
C00426,230250.0,463500.0,231000.0,464250.0,230625.0,463875.0,750,center_in_cheonan,34011370,동면
C00427,231000.0,463500.0,231750.0,464250.0,231375.0,463875.0,750,center_in_cheonan,34011370,동면
C00428,231750.0,463500.0,232500.0,464250.0,232125.0,463875.0,750,center_in_cheonan,34011370,동면
C00429,232500.0,463500.0,233250.0,464250.0,232875.0,463875.0,750,center_in_cheonan,34011370,동면
C00430,233250.0,463500.0,234000.0,464250.0,233625.0,463875.0,750,center_in_cheonan,34011370,동면
C00431,234000.0,463500.0,234750.0,464250.0,234375.0,463875.0,750,center_in_cheonan,34011370,동면
C00432,234750.0,463500.0,235500.0,464250.0,235125.0,463875.0,750,center_in_cheonan,34011370,동면
C00433,235500.0,463500.0,236250.0,464250.0,235875.0,463875.0,750,center_in_cheonan,34011370,동면
C00434,236250.0,463500.0,237000.0,464250.0,236625.0,463875.0,750,center_in_cheonan,34011370,동면
C00435,210750.0,464250.0,211500.0,465000.0,211125.0,464625.0,750,center_in_cheonan,34011570,신방동
C00436,211500.0,464250.0,212250.0,465000.0,211875.0,464625.0,750,center_in_cheonan,34011570,신방동
C00437,212250.0,464250.0,213000.0,465000.0,212625.0,464625.0,750,center_in_cheonan,34011570,신방동
C00438,213000.0,464250.0,213750.0,465000.0,213375.0,464625.0,750,center_in_cheonan,34011580,청룡동
C00439,213750.0,464250.0,214500.0,465000.0,214125.0,464625.0,750,center_in_cheonan,34011580,청룡동
C00440,214500.0,464250.0,215250.0,465000.0,214875.0,464625.0,750,center_in_cheonan,34011580,청룡동
C00441,215250.0,464250.0,216000.0,465000.0,215625.0,464625.0,750,center_in_cheonan,34011580,청룡동
C00442,216000.0,464250.0,216750.0,465000.0,216375.0,464625.0,750,center_in_cheonan,34011580,청룡동
C00443,216750.0,464250.0,217500.0,465000.0,217125.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00444,217500.0,464250.0,218250.0,465000.0,217875.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00445,218250.0,464250.0,219000.0,465000.0,218625.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00446,219000.0,464250.0,219750.0,465000.0,219375.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00447,219750.0,464250.0,220500.0,465000.0,220125.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00448,220500.0,464250.0,221250.0,465000.0,220875.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00449,221250.0,464250.0,222000.0,465000.0,221625.0,464625.0,750,center_in_cheonan,34011110,목천읍
C00450,222000.0,464250.0,222750.0,465000.0,222375.0,464625.0,750,center_in_cheonan,34011330,북면
C00451,222750.0,464250.0,223500.0,465000.0,223125.0,464625.0,750,center_in_cheonan,34011330,북면
C00452,223500.0,464250.0,224250.0,465000.0,223875.0,464625.0,750,center_in_cheonan,34011330,북면
C00453,224250.0,464250.0,225000.0,465000.0,224625.0,464625.0,750,center_in_cheonan,34011330,북면
C00454,225000.0,464250.0,225750.0,465000.0,225375.0,464625.0,750,center_in_cheonan,34011360,병천면
C00455,225750.0,464250.0,226500.0,465000.0,226125.0,464625.0,750,center_in_cheonan,34011360,병천면
C00456,226500.0,464250.0,227250.0,465000.0,226875.0,464625.0,750,center_in_cheonan,34011360,병천면
C00457,227250.0,464250.0,228000.0,465000.0,227625.0,464625.0,750,center_in_cheonan,34011360,병천면
C00458,228000.0,464250.0,228750.0,465000.0,228375.0,464625.0,750,center_in_cheonan,34011360,병천면
C00459,228750.0,464250.0,229500.0,465000.0,229125.0,464625.0,750,center_in_cheonan,34011360,병천면
C00460,229500.0,464250.0,230250.0,465000.0,229875.0,464625.0,750,center_in_cheonan,34011370,동면
C00461,230250.0,464250.0,231000.0,465000.0,230625.0,464625.0,750,center_in_cheonan,34011370,동면
C00462,231000.0,464250.0,231750.0,465000.0,231375.0,464625.0,750,center_in_cheonan,34011370,동면
C00463,231750.0,464250.0,232500.0,465000.0,232125.0,464625.0,750,center_in_cheonan,34011370,동면
C00464,232500.0,464250.0,233250.0,465000.0,232875.0,464625.0,750,center_in_cheonan,34011370,동면
C00465,233250.0,464250.0,234000.0,465000.0,233625.0,464625.0,750,center_in_cheonan,34011370,동면
C00466,234000.0,464250.0,234750.0,465000.0,234375.0,464625.0,750,center_in_cheonan,34011370,동면
C00467,234750.0,464250.0,235500.0,465000.0,235125.0,464625.0,750,center_in_cheonan,34011370,동면
C00468,210000.0,465000.0,210750.0,465750.0,210375.0,465375.0,750,center_in_cheonan,34012540,쌍용2동
C00469,210750.0,465000.0,211500.0,465750.0,211125.0,465375.0,750,center_in_cheonan,34011570,신방동
C00470,211500.0,465000.0,212250.0,465750.0,211875.0,465375.0,750,center_in_cheonan,34011560,일봉동
C00471,212250.0,465000.0,213000.0,465750.0,212625.0,465375.0,750,center_in_cheonan,34011560,일봉동
C00472,213000.0,465000.0,213750.0,465750.0,213375.0,465375.0,750,center_in_cheonan,34011580,청룡동
C00473,213750.0,465000.0,214500.0,465750.0,214125.0,465375.0,750,center_in_cheonan,34011580,청룡동
C00474,214500.0,465000.0,215250.0,465750.0,214875.0,465375.0,750,center_in_cheonan,34011580,청룡동
C00475,215250.0,465000.0,216000.0,465750.0,215625.0,465375.0,750,center_in_cheonan,34011580,청룡동
C00476,216000.0,465000.0,216750.0,465750.0,216375.0,465375.0,750,center_in_cheonan,34011580,청룡동
C00477,216750.0,465000.0,217500.0,465750.0,217125.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00478,217500.0,465000.0,218250.0,465750.0,217875.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00479,218250.0,465000.0,219000.0,465750.0,218625.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00480,219000.0,465000.0,219750.0,465750.0,219375.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00481,219750.0,465000.0,220500.0,465750.0,220125.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00482,220500.0,465000.0,221250.0,465750.0,220875.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00483,221250.0,465000.0,222000.0,465750.0,221625.0,465375.0,750,center_in_cheonan,34011110,목천읍
C00484,222000.0,465000.0,222750.0,465750.0,222375.0,465375.0,750,center_in_cheonan,34011330,북면
C00485,222750.0,465000.0,223500.0,465750.0,223125.0,465375.0,750,center_in_cheonan,34011330,북면
C00486,223500.0,465000.0,224250.0,465750.0,223875.0,465375.0,750,center_in_cheonan,34011330,북면
C00487,224250.0,465000.0,225000.0,465750.0,224625.0,465375.0,750,center_in_cheonan,34011330,북면
C00488,225000.0,465000.0,225750.0,465750.0,225375.0,465375.0,750,center_in_cheonan,34011360,병천면
C00489,225750.0,465000.0,226500.0,465750.0,226125.0,465375.0,750,center_in_cheonan,34011360,병천면
C00490,226500.0,465000.0,227250.0,465750.0,226875.0,465375.0,750,center_in_cheonan,34011360,병천면
C00491,227250.0,465000.0,228000.0,465750.0,227625.0,465375.0,750,center_in_cheonan,34011360,병천면
C00492,228000.0,465000.0,228750.0,465750.0,228375.0,465375.0,750,center_in_cheonan,34011360,병천면
C00493,228750.0,465000.0,229500.0,465750.0,229125.0,465375.0,750,center_in_cheonan,34011360,병천면
C00494,229500.0,465000.0,230250.0,465750.0,229875.0,465375.0,750,center_in_cheonan,34011370,동면
C00495,230250.0,465000.0,231000.0,465750.0,230625.0,465375.0,750,center_in_cheonan,34011370,동면
C00496,231000.0,465000.0,231750.0,465750.0,231375.0,465375.0,750,center_in_cheonan,34011370,동면
C00497,231750.0,465000.0,232500.0,465750.0,232125.0,465375.0,750,center_in_cheonan,34011370,동면
C00498,232500.0,465000.0,233250.0,465750.0,232875.0,465375.0,750,center_in_cheonan,34011370,동면
C00499,233250.0,465000.0,234000.0,465750.0,233625.0,465375.0,750,center_in_cheonan,34011370,동면
C00500,234000.0,465000.0,234750.0,465750.0,234375.0,465375.0,750,center_in_cheonan,34011370,동면
C00501,234750.0,465000.0,235500.0,465750.0,235125.0,465375.0,750,center_in_cheonan,34011370,동면
C00502,210000.0,465750.0,210750.0,466500.0,210375.0,466125.0,750,center_in_cheonan,34012540,쌍용2동
C00503,210750.0,465750.0,211500.0,466500.0,211125.0,466125.0,750,center_in_cheonan,34012540,쌍용2동
C00504,211500.0,465750.0,212250.0,466500.0,211875.0,466125.0,750,center_in_cheonan,34011570,신방동
C00505,212250.0,465750.0,213000.0,466500.0,212625.0,466125.0,750,center_in_cheonan,34011560,일봉동
C00506,213000.0,465750.0,213750.0,466500.0,213375.0,466125.0,750,center_in_cheonan,34011560,일봉동
C00507,213750.0,465750.0,214500.0,466500.0,214125.0,466125.0,750,center_in_cheonan,34011580,청룡동
C00508,214500.0,465750.0,215250.0,466500.0,214875.0,466125.0,750,center_in_cheonan,34011580,청룡동
C00509,215250.0,465750.0,216000.0,466500.0,215625.0,466125.0,750,center_in_cheonan,34011580,청룡동
C00510,216000.0,465750.0,216750.0,466500.0,216375.0,466125.0,750,center_in_cheonan,34011580,청룡동
C00511,216750.0,465750.0,217500.0,466500.0,217125.0,466125.0,750,center_in_cheonan,34011110,목천읍
